Subject,Catalog Nbr,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,CR,NC,P,W,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6,instructor_id,instructor_name_normalized
MKT,3300,015,1,10,5,13,12,5,4,1,1,,,,,3,,,0,"Wu, Fang","Lu, Renjie",,,,,sxp158130,sandra pacyna
MKT,3300,0W1,,37,7,3,4,,,,,,,,,2,,,0,"Pahwa, Parneet","Cermin, Kaycey","Meehan, Madelyn",,,,pxp030100,parneet pahwa
MKT,3300,0W2,,17,9,11,7,1,2,,,,,1,1,5,,,1,"Wu, Fang","Lu, Renjie",,,,,fxw052000,fang wu
MKT,3300,0W3,,23,12,5,7,,,1,,,,,,,,,2,"Pahwa, Parneet","Cermin, Kaycey","Meehan, Madelyn",,,,pxp030100,parneet pahwa
MKT,3320,001,8,17,14,4,3,1,2,1,1,,,,1,5,,,1,"Haworth, Julie B","Lu, Renjie","Cermin, Kaycey",,,,haworth,julie haworth
MKT,3330,001,14,10,2,,2,1,,,,1,,,2,,2,,1,"Gafford, Jerome M",,,,,,jmg171130,jerome gafford
MKT,3330,002,13,10,1,,2,,,,,1,,,2,3,1,,1,"Gafford, Jerome M",,,,,,jmg171130,jerome gafford
MKT,3330,003,3,6,6,2,1,2,,,2,,,,8,3,1,,0,"Amirpour, Semiramis",,,,,,jmg171130,jerome gafford
MKT,3330,004,3,8,5,2,3,1,,,2,,1,,2,1,2,,3,"Amirpour, Semiramis",,,,,,sxa130731,semiramis amirpour
MKT,3330,005,19,6,4,,,,1,1,1,,1,,,,,,1,"Gafford, Jerome M",,,,,,sxa130731,semiramis amirpour
MKT,3330,006,4,7,6,1,1,2,,1,,,1,1,1,4,1,,2,"Amirpour, Semiramis",,,,,,sxa130731,semiramis amirpour
MKT,3340,001,,10,2,6,7,2,7,3,,1,,,1,7,1,,0,"Rajaratnam, Daniel",,,,,,dxr143430,daniel rajaratnam
MKT,3340,501,,8,2,6,11,2,4,3,,2,,,1,7,1,,2,"Rajaratnam, Daniel",,,,,,dxr143430,daniel rajaratnam
MKT,4320,501,,3,2,,3,,1,,1,,,,,1,,,0,"Lee, Seunghyun","Yeo, Yundong",,,,,smc130730,shawn carraher
MKT,4330,001,,11,5,2,13,1,1,3,2,,,,,4,,,0,"Pacyna, Sandra",,,,,,sxp158130,sandra pacyna
MKT,4330,0W1,3,12,6,3,3,4,1,4,,,,1,,6,,,0,"Edsel, Alexander D",,,,,,ade012000,alexander edsel
MKT,4330,0W2,3,10,7,5,7,2,,1,6,2,,,,3,1,,1,"Edsel, Alexander D",,,,,,ade012000,alexander edsel
MKT,4331,001,2,12,4,1,8,2,1,3,1,,1,,1,4,1,,13,"Dover, Howard F",,,,,,hfd021000,howard dover
MKT,4332,001,5,7,1,1,3,3,1,,1,,,,,1,1,,4,"Dover, Howard F",,,,,,sxa130731,semiramis amirpour
MKT,4334,001,19,12,5,5,2,1,1,,1,,,2,,,1,,0,"Johnson, Quincy F",,,,,,jjh170530,jonathan harrop
MKT,4336,501,1,7,2,1,4,2,1,,,,,,,,,,0,"Haseman, Charles",,,,,,jxs170002,
MKT,4337,501,3,13,9,5,7,4,3,1,,,,,1,2,,,1,"Farquharson, Neil",,,,,,nxf051000,neil farquharson
MKT,4338,501,14,13,,,8,,,3,,,1,,,1,1,,0,"Dickinson, Keith",,,,,,kxd084000,keith dickinson
MKT,4339,501,2,4,4,,,2,3,1,1,,,,,1,1,,2,"Farquharson, Neil",,,,,,nxf051000,neil farquharson
MKT,4350,001,3,8,5,5,10,5,2,2,,,,,,5,2,,1,"Biswas, Abhijit","Deniskin, Viacheslav",,,,,axb019100,abhijit biswas
MKT,4360,001,22,12,9,4,,,,,,,,,,1,,,0,"Haworth, Julie B",,,,,,haworth,julie haworth
MKT,4360,501,22,17,5,1,2,1,,2,,,,,,1,,,0,"Haworth, Julie B",,,,,,mxk170005,madhura kulkarni
MKT,4370,001,1,4,5,2,2,3,,,,,,,,,,,0,"Egeland, Rita E",,,,,,rxb154430,rita bargerhuff egeland
MKT,4395,001,12,18,6,7,6,1,,,,,,,,,,,0,"Corbin, Sonja C",,,,,,scc130530,sonja corbin
MKT,6301,001,,18,3,12,10,,,1,,,,,,,,11,1,"Rajaratnam, Daniel",,,,,,yxx124930,ying xie
MKT,6301,0W1,,17,20,6,4,2,,,,,,,1,,,1,1,"Biswas, Abhijit","Deniskin, Viacheslav",,,,,axb019100,abhijit biswas
MKT,6301,0W2,,16,15,6,10,,,1,,,,,1,,,4,0,"Biswas, Abhijit","Deniskin, Viacheslav",,,,,axb019100,abhijit biswas
MKT,6301,0W3,,25,,7,9,5,,1,,,,,,,,8,0,"Pahwa, Parneet","Cermin, Kaycey","Meehan, Madelyn",,,,pxp030100,parneet pahwa
MKT,6301,MBC,,20,17,3,3,1,1,,,,,,,,,12,1,"Biswas, Abhijit","Bagheri Tirtashi, Ali","Deniskin, Viacheslav",,,,axb019100,abhijit biswas
MKT,6301,P51,,22,,3,,,,,,,,,1,,,1,0,"Rajaratnam, Daniel",,,,,,dxr143430,daniel rajaratnam
MKT,6309,501,,11,5,12,6,,1,1,,,,,,,,2,0,"Rajaratnam, Daniel",,,,,,aprasad,ashutosh prasad
MKT,6310,001,,4,4,5,10,2,,1,,,,,,,,5,0,"Biswas, Abhijit","Bagheri Tirtashi, Ali",,,,,axb019100,abhijit biswas
MKT,6310,0W1,,6,6,7,4,,,,,,,,1,,,2,1,"Biswas, Abhijit","Bagheri Tirtashi, Ali",,,,,axb019100,abhijit biswas
MKT,6321,0W1,,18,5,9,13,,,,,,,,,,,3,0,"Edsel, Alexander D",,,,,,ade012000,alexander edsel
MKT,6330,0W1,,3,6,9,4,,,,,,,,,,,6,1,"Biswas, Abhijit","Bagheri Tirtashi, Ali",,,,,axb019100,abhijit biswas
MKT,6337,002,,4,1,3,,,,,,,,,,,,3,0,"Kim, Tongil","Alavi, Seyyedeh Soogand","Lim, Taewook",,,,murthi,b p murthi
MKT,6341,501,,7,2,3,3,,,,,,,,,,,1,1,"Edsel, Alexander D",,,,,,ade012000,alexander edsel
MKT,6343,501,,12,7,11,1,1,,,,,,,1,,,3,1,"Xie, Ying","Lim, Taewook",,,,,yxx124930,ying xie
MKT,6350,501,,5,8,6,4,,,,,,,,1,,,,0,"Rao, Ram C","Bagheri Tirtashi, Ali",,,,,rrao,ram rao
MKT,6352,001,,18,4,2,2,1,,,,,,,,,,1,1,"Tirone, Guido",,,,,,gxt170001,guido tirone
MKT,6352,501,,17,3,1,3,,,,,,,,,,,3,0,"Tirone, Guido",,,,,,jxf172130,
MKT,6353,501,,12,,4,2,,,,,,,,1,,,1,1,"Kumar, Nanda","Bagheri Tirtashi, Ali",,,,,nkumar,nanda kumar
MSEN,3301,001,4,8,,1,2,,,,,,,,,,,,2,"Quevedo-Lopez, Manuel","Santos Fernandez, Regino",,,,,rmw031000,robert wallace
MSEN,5310,001,,1,1,3,5,2,3,1,,,,,,,,1,0,"Hsu, Julia","Le, Dan N",,,,,jxh101000,julia hsu
MSEN,6319,001,,,,5,5,4,1,1,,,,,,,,1,0,"Wallace, Robert M","Krishnasamy, Ramyapriya",,,,,rmw031000,robert wallace
MSEN,6340,001,,1,1,6,5,1,,,,,,,,,,,0,"Kim, Moon J",,,,,,mjk034000,
MUSI,1306,002,41,7,,,2,,,,,,,,2,,,,0,"Jones, Eric",,,,,,cxw164530,chris widomski
MUSI,1306,003,6,26,2,3,3,2,1,1,,,,,2,2,4,,1,"Ming, Adron",,,,,,ljs130230,linda salisbury
MUSI,1306,004,27,18,,,1,1,1,1,,,,,2,,1,,1,"Salisbury, Linda J",,,,,,jxp170230,jonathan palant
MUSI,1306,005,,10,7,4,4,6,,1,1,,1,2,,9,,,7,"Palant, Jonathan",,,,,,ljs130230,linda salisbury
MUSI,1306,006,24,17,,1,1,1,1,,,,,,3,,,,2,"Salisbury, Linda J",,,,,,rxb180025,rodger bennett
MUSI,1306,501,37,3,3,2,2,,,1,,,1,,5,,1,,0,"Wilder, James E",,,,,,jew042000,james wilder
MUSI,2113,501,4,15,,,,,,,,,,,,,,,0,"Gerard, Lori A",,,,,,lag091020,lori gerard
MUSI,2127,001,,21,3,1,1,,,,,,,,3,,1,,2,"Palant, Jonathan",,,,,,jxp170230,jonathan palant
MUSI,2315,001,,11,,,,,,2,1,,,,,,,,0,"Hodan, Daniel M",,,,,,dmh017000,daniel hodan
MUSI,2315,002,12,2,,,1,,,,,1,,,,,,,0,"Wilder, James E",,,,,,jxh048000,
MUSI,2317,001,4,10,2,,2,,,,,,,,,,,,0,"Medrick, Mary A",,,,,,mam017200,mary medrick
MUSI,2317,004,3,6,,1,,1,,1,,,,,1,,1,,1,"Medrick, Mary A",,,,,,mam017200,mary medrick
MUSI,2319,001,1,11,,,,,,,,,,,2,,,,2,"Durbin, Kelly",,,,,,kpdurbin,kelly durbin
MUSI,2319,002,2,11,1,1,,,,,,,,,2,,,,1,"Durbin, Kelly",,,,,,kpdurbin,kelly durbin
MUSI,2321,001,36,6,2,1,,,,,,,,,1,,1,,1,"Jones, Eric",,,,,,exj180003,eric jones
MUSI,2322,001,6,2,1,,4,,3,3,,,,,,2,1,,7,"Gerard, Lori A",,,,,,lag091020,lori gerard
MUSI,2322,002,14,6,,1,2,,1,,,,,,2,1,2,,1,"Bennett, Rodger",,,,,,rxb180025,rodger bennett
MUSI,2322,003,,1,,1,3,1,1,,1,,2,,5,2,5,,7,"Gerard, Lori A",,,,,,lag091020,lori gerard
MUSI,2325,001,,10,,,,,,,,,,,,,,,1,"Riemer Bueckert, Nili",,,,,,wkh150030,william hughes
MUSI,2325,002,,10,2,1,,,,1,,,,,,,,,0,"Riemer Bueckert, Nili",,,,,,wkh150030,william hughes
MUSI,2328,001,11,,,2,2,,1,,,,,,1,1,2,,3,"Bennett, Rodger",,,,,,mjm031000,michael mcvay
MUSI,2328,002,8,3,,,4,,1,1,,,1,,1,3,,,1,"Bennett, Rodger",,,,,,mjm031000,michael mcvay
MUSI,3112,001,,12,,,,,,,,,,,,,,,0,"Rodriguez, Robert X",,,,,,rxr014610,robert rodriguez
MUSI,3118,501,,30,,,,,,,,,,,,,,,0,"Ming, Adron",,,,,,axm167231,adron ming
MUSI,3120,501,,20,,,,,,,,,,,,,,,1,"Hustis, Gregory J",,,,,,gjh120030,
MUSI,3122,001,1,9,,,,,,,,,,,,,,,1,"Salisbury, Linda J",,,,,,ljs130230,linda salisbury
MUSI,3185,001,,11,,,,,,,,,1,,1,1,,,0,"Palant, Jonathan",,,,,,jxp170230,jonathan palant
MUSI,3186,001,6,,2,1,,,,,,,,,,1,,,0,"Durbin, Kelly",,,,,,kpdurbin,kelly durbin
MUSI,3322,001,6,14,3,1,3,1,,1,,,,,,,,,1,"Evans, Kathryn C",,,,,,kcevans,kathryn evans
MUSI,3324,001,3,8,2,2,,,,1,,,,,,,1,,2,"Durbin, Kelly",,,,,,kpdurbin,kelly durbin
MUSI,3342,001,5,6,,,1,,,,,,,,,,1,,1,"Mcvay, Michael",,,,,,mjm031000,michael mcvay
MUSI,3388,001,1,5,2,,1,,,1,,,,,,,,,1,"Medrick, Mary A",,,,,,mam017200,mary medrick
NATS,1101,003,20,3,3,3,1,,1,2,,1,1,1,1,3,,,0,"Biewer, Michael C",,,,,,vxh151030,vinita hajeri
NATS,1101,004,28,4,1,2,,,,1,1,,,,1,1,,,1,"Biewer, Michael C",,,,,,kav015000,michael biewer
NATS,1101,005,12,9,6,3,3,1,,,,,,,2,1,,,2,"Biewer, Michael C",,,,,,kav015000,michael biewer
NATS,1101,006,25,6,3,,,1,,,,,,,2,1,,,0,"Biewer, Michael C",,,,,,biewerm,michael biewer
NATS,1101,008,,29,,,1,1,,,,,,1,1,,1,,2,"Meedel, Jennifer",,,,,,jwg102020,john geissman
NATS,1101,009,20,11,,,2,,,2,,,,,1,,,,0,"Elgin, Linda",,,,,,hsa051000,
NATS,1101,010,23,12,,,,,1,,,,,,,,,,2,"Elgin, Linda",,,,,,hsa051000,
NATS,1101,011,26,5,3,1,,,,1,,,,,1,2,,,0,"Treter, Donald R",,,,,,rjstern,robert stern
NATS,1101,013,11,3,8,1,,2,,2,,,,,6,5,1,,1,"Treter, Donald R",,,,,,nxh171630,
NATS,1101,014,,25,3,1,1,2,1,1,1,1,1,1,,,,,2,"Meedel, Jennifer",,,,,,eft031000,emily hennessy
NATS,1101,016,32,3,2,,1,,,,,1,,,,,,,1,"Hill, Victoria",,,,,,jxs158030,julie sutton
NATS,1101,017,32,2,1,2,1,,,1,,,,,1,,,,0,"Hill, Victoria",,,,,,smt031000,stephanie taylor
NATS,1101,019,27,3,,1,3,,,1,,,1,,1,2,,,0,"Biedebach, Jacob",,,,,,goeckner,matthew goeckner
NATS,1101,020,29,6,,1,,,,1,,,,,2,1,,,0,"Biedebach, Jacob",,,,,,goeckner,matthew goeckner
NATS,1311,001,15,13,13,10,15,5,7,6,3,,,,2,5,1,,3,"Hairston, Marc R","Zheng, Peng Peng","Gossin, Pamela",,,,hairston,marc hairston
NATS,2333,HN1,20,3,,,,,,,,,,,,,,,1,"Taylor, Stephanie M","Neeley, Tessa M",,,,,smt031000,stephanie taylor
NATS,3341,001,13,6,3,,2,1,,,,,,,2,,1,,1,"Cook, Linda A",,,,,,lpd015000,laurel dingrando
NATS,3341,002,12,8,2,1,1,3,,,,,,,1,,,,0,"Cook, Linda A",,,,,,lpd015000,laurel dingrando
NATS,3343,001,6,2,,,,,,,,,,1,,,,,2,"Dorsey, Floyd Z","Gregory, Denise",,,,,jsm019600,james mcconnell
NATS,3343,002,5,3,,,,,,,,,,,3,,,,0,"Dorsey, Floyd Z","Gregory, Denise",,,,,fzd110020,floyd dorsey
NATS,4341,001,2,6,1,1,,1,,,,,,,,,,,0,"Donaldson, Katherine E","York, Megan",,,,,ked013100,katie donaldson
NATS,4341,002,4,3,1,1,1,,,,,,,,,,,,0,"Donaldson, Katherine E","York, Megan",,,,,ked013100,katie donaldson
NATS,4390,001,4,6,,,,,,,,,,,1,,,,0,"Taylor, Stephanie M","Hajeri, Vinita","Neeley, Tessa M",,,,mont,homer montgomery
NSC,3344,001,,5,4,5,3,2,2,,,2,,,1,1,2,,0,"Powers, Katharine A","Lucas, Katelyn A",,,,,kap130730,katharine powers
NSC,3361,001,12,82,40,33,30,21,20,12,5,,2,,5,22,2,,11,"Miller, Van S","Malley, Kaitlyn M","Hudson, Rachael N",,,,vxm077000,van miller
NSC,3361,002,46,19,16,4,2,3,1,,1,,2,,1,,,,1,"Sultana, Rukhsana","Mei, Hao-Ruei","Morrison, Robert A",,,,rxs170431,rukhsana sultana
NSC,3361,003,8,9,11,7,13,11,13,5,12,,5,,4,16,3,,12,"Taylor, Anna M","Newel, Jacqueline P",,,,,xxg150730,xiaosi gu
NSC,3361,004,24,21,23,12,2,4,,2,,,,,,6,1,,1,"Raboune, Siham","Tseng, Ching-Tzu","Hong, Veronica M",,,,sxm127330,steven mcwilliams
NSC,3361,005,3,7,8,4,2,1,3,,,,,,1,1,,,0,"McWilliams, Steven P",,,,,,sms170009,safiullah shareef
NSC,3361,006,11,18,4,3,1,1,,,,,,,1,,,,1,"Rodriguez, Christa M",,,,,,cmr067000,christa mcintyre rodriguez
NSC,3361,HN1,9,7,2,,1,1,,,,,,,,3,1,,0,"LaDow, Eva S",,,,,,esl130130,eva ladow
NSC,4351,001,4,16,3,1,,,,1,,,,,,,,,0,"Miller, Van S",,,,,,vxm077000,van miller
NSC,4351,0W1,21,4,1,2,2,1,,,,,,,,,,,0,"Shareef, Safiullah M",,,,,,sms170009,safiullah shareef
NSC,4352,001,21,26,26,13,6,2,3,,2,1,1,1,1,3,,,0,"Sultana, Rukhsana","Lehtonen, Derek","Garner, Katherine M",,,,tjp140130,theodore price
NSC,4352,002,9,10,7,5,6,3,1,,,,,,,8,,,0,"Raboune, Siham",,,,,,sxr180071,siham raboune
NSC,4352,HN1,4,15,3,1,2,,,,,,,,,,,,0,"LaDow, Eva S",,,,,,esl130130,eva ladow
NSC,4353,101,3,1,2,1,3,3,1,2,,,,,1,,,,0,"Taylor, Anna M","Hu, Ya-Yu",,,,,rxs170431,rukhsana sultana
NSC,4353,102,1,1,6,2,1,3,1,,,,,,,,,,1,"McWilliams, Steven P","Carroll, Alan M","David, Eric T",,,,sxm127330,steven mcwilliams
NSC,4353,103,,1,6,1,4,1,,,,,,,,,,,0,"McWilliams, Steven P","Adcock, Katherine S","Wheeler, Allison M",,,,sxm127330,steven mcwilliams
NSC,4353,104,,4,5,1,2,1,1,,,,,,,2,,,0,"McWilliams, Steven P","Szabo-Pardi, Thomas A","Rodriguez, Sierra R",,,,rxs170431,rukhsana sultana
NSC,4353,105,2,4,4,,2,2,,,,,,,,1,,,1,"Raboune, Siham","Calderon, Debora R","Bryan, Caeley L",,,,sxr180071,siham raboune
NSC,4353,106,3,2,7,2,,,,,,,,,,2,,,0,"Taylor, Anna M","Yue, Lok Yiu",,,,,amt180004,anna taylor
NSC,4353,107,,5,10,1,,,,,,,,,,2,,,0,"Sultana, Rukhsana","Lenert, Melissa E",,,,,rxs170431,rukhsana sultana
NSC,4354,001,67,16,29,8,4,7,5,3,2,1,1,,2,3,1,,3,"Kroener, Sven","Driskill, Christopher M",,,,,sxk101000,sven kroener
NSC,4354,002,11,11,16,8,2,2,2,1,1,1,,2,2,1,1,,2,"Engineer, Crystal T",,,,,,sxr180071,siham raboune
NSC,4356,001,,50,,,25,,,8,,,1,,1,7,2,,2,"Thorn, Catherine A","Brougher, Jackson J",,,,,rxs170431,rukhsana sultana
NSC,4358,001,9,5,4,1,,2,1,,1,,1,1,2,,1,,3,"Kolber, Benedict J",,,,,,tjp140130,theodore price
NSC,4359,501,25,35,,,10,,,,,,2,,1,,1,,1,"Rypma, Bart P","Himes, Lyndahl M",,,,,bpr061000,bart rypma
NSC,4360,501,,7,,1,,,2,,,,,,,1,,,0,"Rennaker, Robert L",,,,,,rlr091000,robert rennaker
NSC,4362,001,2,9,7,5,5,2,,,,,2,,1,2,1,,2,"Ploski, Jonathan E",,,,,,jep101000,jonathan ploski
NSC,4363,001,,64,,,6,,,1,,,,,2,,,,1,"Dussor, Gregory O","West, Reyanne M",,,,,gxd141130,gregory dussor
NSC,4363,002,10,22,18,5,4,3,2,2,,,,,,1,,,1,"Raboune, Siham","Morales Castelan, Karen",,,,,sxr180071,siham raboune
NSC,4363,HN1,11,9,2,1,,,1,,,,,,,1,,,0,"LaDow, Eva S",,,,,,esl130130,eva ladow
NSC,4366,001,7,23,15,13,6,9,1,2,7,6,,1,1,15,2,,3,"Solodkin, Ana J",,,,,,vxm077000,van miller
NSC,4366,002,6,2,2,3,3,1,1,1,,,3,,2,7,,,8,"Taylor, Anna M",,,,,,amt180004,anna taylor
NSC,4372,001,,4,3,1,7,1,1,3,1,4,3,2,,3,,,4,"Burton, Michael D","dos Santos, Natalia Lucia",,,,,mdb150330,michael burton
NSC,4373,001,152,45,1,2,,,,,,,,,,,,,0,"Moller, Aage R",,,,,,amoller,aage moller
NSC,4385,001,,46,,,6,,,2,,,,,1,,,,0,"Kennedy, Kristen M","Lung, Tzu-Chen",,,,,kmk082000,kristen kennedy
NSC,4V90,003,7,5,5,3,4,,,,1,,3,,,1,,,3,"Miller, Van S",,,,,,dck061000,daniel krawczyk
NSC,4V90,004,11,6,1,3,5,1,,1,,,,,,2,1,,2,"Miller, Van S",,,,,,dck061000,daniel krawczyk
NSC,4V90,0W1,112,29,17,8,5,,,,1,,3,,,5,,,1,"Moller, Aage R",,,,,,amoller,aage moller
OB,6152,XS1,,32,,,,,,,,,,,,,,1,0,"Hicks, Robert",,,,,,,robert hicks
OB,6248,CW1,,41,,,1,,,,,,,,,,,,1,"Hicks, Robert",,,,,,,robert hicks
OB,6301,001,,32,,,4,,,,,,,,1,,,4,1,"Hasenhuttl, Maria",,,,,,h1562,maria hasenhuttl
OB,6301,0W1,,43,,,6,,,1,,,,,,,,1,2,"Hasenhuttl, Maria",,,,,,ziegler,laurie ziegler
OB,6301,501,,9,14,11,8,3,2,1,,,,,1,,,9,0,"Olsztynska, Agnieszka","Li, Jianan",,,,,pretty,orlando richard
OB,6301,502,,13,15,,5,3,1,1,,,,,,,,7,1,"Olsztynska, Agnieszka","Li, Jianan",,,,,jnh061000,jeffrey hicks
OB,6301,CW1,,24,,1,,,,,,,,,,,,,2,"Ferrante, Anne M",,,,,,,anne ferrante
OB,6301,CW2,,19,1,,,,,,,,,,,,,,0,"Honeycutt, James",,,,,,,james honeycutt
OB,6301,GW1,,11,14,3,2,2,,1,,,,,1,,,3,0,"Hicks, Jeffrey N",,,,,,jnh061000,jeffrey hicks
OB,6301,MBC,,10,21,6,3,,,,,,,,,,,17,1,"Hicks, Jeffrey N","Shen, Jia",,,,,jnh061000,jeffrey hicks
OB,6301,MBP,,49,,,2,,,,,,,,,,,,2,"Hasenhuttl, Maria",,,,,,h1562,maria hasenhuttl
OB,6301,PS1,,2,5,2,,2,,1,,,,,,,,,0,"Hicks, Jeffrey N",,,,,,jnh061000,jeffrey hicks
OB,6301,XS1,,7,9,4,2,2,,,,,,,,,,6,0,"Hicks, Jeffrey N",,,,,,jnh061000,jeffrey hicks
OB,6331,501,,25,,,1,,,,,,,,,,,,0,"Hasenhuttl, Maria",,,,,,h1562,maria hasenhuttl
OB,6332,0W1,,29,,3,,,,,,,,,,,,,0,"Ziegler, Laurie","Mong, Ting",,,,,ziegler,laurie ziegler
OB,6332,501,,19,,,1,,,,,,,,,,,,0,"Ziegler, Laurie","Mong, Ting",,,,,ziegler,laurie ziegler
OB,6334,CW1,,18,8,7,2,1,1,,,,,,,,,,1,"Latham, Van M",,,,,,,van latham
OB,6348,CW1,,19,,,,,,,,,,,,,,,0,"Plaisance Bryan, Suzette T",,,,,,,suzette plaisance bryan
OB,6350,CW1,,31,1,1,6,,1,2,,,,,,,,,1,"Hicks, Robert",,,,,,,robert hicks
OB,6352,CW1,,16,2,2,1,,,,,,,,,,,,1,"Norton, Larry",,,,,,,larry norton
OB,6377,CW1,,21,2,,,,,1,,,,,,,,,0,"Plaisance Bryan, Suzette T",,,,,,,suzette plaisance bryan
OB,6377,CW2,,20,,,,,,,,,,,,,,,0,"Plaisance Bryan, Suzette T",,,,,,,suzette plaisance bryan
OBHR,3310,001,9,6,9,5,1,3,5,,1,1,,1,,5,,,2,"Ritchey, David B",,,,,,davidr,david ritchey
OBHR,3310,002,,13,12,4,4,7,1,,2,,3,,,3,,,0,"Hicks, Jeffrey N","Shen, Jia",,,,,exm150330,edward meda
OBHR,3310,003,1,10,13,8,4,3,1,2,,,,,,2,1,,2,"Wu, Junfeng","Guo, Nan",,,,,exm150330,edward meda
OBHR,3310,004,15,16,7,,5,1,,1,,1,,,2,,,,0,"Ritchey, David B",,,,,,jxw175430,junfeng wu
OBHR,3310,005,1,2,9,3,5,8,6,2,2,,,,,10,,,1,"Olsztynska, Agnieszka","Li, Jianan",,,,,jxw175430,junfeng wu
OBHR,3310,006,3,16,10,8,6,2,1,,2,,,,,,,,1,"Wu, Junfeng","Guo, Nan",,,,,exm150330,edward meda
OBHR,3310,007,,19,9,6,7,,2,,1,,,,,5,,,0,"Hazzard, Charles F","Ghaisas, Rutwij R",,,,,jaw160330,jeff weekley
OBHR,3310,008,,15,11,7,9,4,1,,,,,,,3,,,0,"Hazzard, Charles F","Ghaisas, Rutwij R",,,,,davidr,david ritchey
OBHR,3310,501,,19,12,1,3,4,,1,1,,2,,,4,1,,1,"Hicks, Jeffrey N","Shen, Jia",,,,,jnh061000,jeffrey hicks
OBHR,3310,502,6,7,10,8,6,3,1,2,,1,,,2,,1,,0,"Wu, Junfeng","Guo, Nan",,,,,exm150330,edward meda
OBHR,3330,001,24,15,8,9,2,1,,1,,,,,,,,,0,"Ritchey, David B",,,,,,davidr,david ritchey
OBHR,3330,002,1,21,18,2,6,4,1,1,,,1,,,5,,,0,"Meda, Edward","Boncoeur, Olivier D",,,,,jaw160330,jeff weekley
OBHR,3330,003,3,9,13,12,10,7,,2,,,1,,,2,,,1,"Weekley, Jeff A","Guo, Nan",,,,,jaw160330,jeff weekley
OBHR,3330,004,2,15,21,9,4,3,,1,1,,,,,2,1,,1,"Meda, Edward","Boncoeur, Olivier D",,,,,exm150330,edward meda
OBHR,3330,005,,21,17,9,2,4,1,,,1,,,2,3,,,0,"Meda, Edward","Boncoeur, Olivier D",,,,,exm150330,edward meda
OBHR,3330,006,13,21,7,3,7,,1,2,2,1,,,,2,,,0,"Ritchey, David B",,,,,,exm150330,edward meda
OBHR,3330,007,11,32,,7,4,,,2,,1,1,,,1,,,1,"Kautz, Jason D",,,,,,jdk200000,jason kautz
OBHR,3330,008,3,10,21,10,7,2,,1,2,,1,,1,2,,,0,"Meda, Edward","Boncoeur, Olivier D",,,,,exm150330,edward meda
OBHR,3330,0W1,,13,13,10,7,3,2,3,5,,,,,4,,,0,"Meda, Edward","Boncoeur, Olivier D",,,,,exm150330,edward meda
OBHR,3330,501,3,18,12,7,5,3,3,1,1,,1,,,3,2,,0,"Meda, Edward","Boncoeur, Olivier D",,,,,davidr,david ritchey
OBHR,3330,502,5,22,,10,14,,1,3,,,,,,,,,2,"Kautz, Jason D",,,,,,rxt173730,riki takeuchi
OBHR,4300,001,17,22,,15,,,,,,,,,,2,,,0,"Edgington, Kyle D",,,,,,kde081000,kyle edgington
OBHR,4310,001,15,19,7,,,,,1,,,1,,,1,,,1,"McNulty, Diane S",,,,,,dmcnulty,diane mcnulty
OBHR,4331,501,,2,6,2,1,,,,,,,,1,,,,0,"Sims, Gene",,,,,,cxm050100,
OBHR,4333,501,9,5,4,1,3,2,1,1,,,1,,1,2,,,0,"Ritchey, David B",,,,,,davidr,david ritchey
OBHR,4334,001,3,3,3,1,3,,1,,,,1,,2,,1,,1,"Weekley, Jeff A","Guo, Nan",,,,,jaw160330,jeff weekley
OBHR,4335,501,3,3,2,1,2,1,,2,,,1,,1,1,1,,0,"Meda, Edward","Boncoeur, Olivier D",,,,,exm150330,edward meda
OBHR,4337,001,,4,8,2,4,5,,1,,,,,,3,,,0,"Weekley, Jeff A","Guo, Nan",,,,,jaw160330,jeff weekley
OBHR,4352,001,,6,2,4,10,4,1,6,,1,1,2,,4,,,3,"Ritchey, Kemberly A",,,,,,kar014400,kemberly ritchey
OBHR,4354,501,5,5,6,2,,,,,,,,,,2,,,0,"Meda, Edward","Boncoeur, Olivier D",,,,,exm150330,edward meda
OPRE,3310,001,2,4,5,6,6,3,1,2,4,3,1,,1,17,1,,4,"Rios Uribe, Ignacio A","Nirbhavane, Akshay B",,,,,tje130130,terence egan
OPRE,3310,002,6,15,9,9,12,3,1,2,,1,,,2,5,1,,3,"Qi, Anyan","Jain, Rajul",,,,,hxg131530,harish guda
OPRE,3310,003,,10,,4,23,,4,6,,,7,,,9,1,,3,"Subramoniam, Ramesh","Nirbhavane, Akshay B",,,,,rwk130030,robert kohankie
OPRE,3310,004,4,9,4,1,8,4,,6,,,,,1,4,,,1,"Parks, David","Jain, Rajul",,,,,xxs130630,xi shan
OPRE,3310,005,38,21,,6,1,,3,,,,,,,1,,,0,"Widdifield, David S","Sreenivas, Aishwarya",,,,,axq140430,anyan qi
OPRE,3310,006,52,14,,3,1,,,,,,,,,,,,0,"Widdifield, David S","Sreenivas, Aishwarya",,,,,axq140430,anyan qi
OPRE,3310,007,,51,7,2,2,1,,1,3,,1,,,1,,,0,"Janke, Scott M","Patel, Suchit Manilal",,,,,mcl170030,mark layton
OPRE,3310,009,1,13,13,7,8,3,,1,,,,,1,,,,1,"Parks, David","Jain, Rajul",,,,,jwh085000,james hogan
